"ID";"Name";"NumberOfPersons";"global_id";"Year";"Month";
"Код";"Имя";"Количество человек";"global_id";"Год";"Месяц";
"2352";"Виктор";"24";"284372200";"2016";"декабрь";
"2353";"Вячеслав";"24";"284372203";"2016";"декабрь";
"2354";"Умар";"23";"284372204";"2016";"декабрь";
"2355";"Лука";"21";"284372206";"2016";"декабрь";
"2356";"Даниэль";"21";"284372208";"2016";"декабрь";
"2357";"Адам";"20";"284372210";"2016";"декабрь";
"2358";"Игорь";"19";"284372211";"2016";"декабрь";
"2359";"Захар";"19";"284372213";"2016";"декабрь";
"2360";"Юрий";"19";"284372214";"2016";"декабрь";
"2361";"Савва";"18";"284372215";"2016";"декабрь";
"2362";"Роберт";"18";"284372216";"2016";"декабрь";
"2363";"Елисей";"18";"284372217";"2016";"декабрь";
"2364";"Всеволод";"17";"284372218";"2016";"декабрь";
"2365";"Святослав";"17";"284372220";"2016";"декабрь";
"2366";"Тихон";"17";"284372222";"2016";"декабрь";
"2367";"Мухаммад";"17";"284372224";"2016";"декабрь";
"2368";"Филипп";"17";"284372227";"2016";"декабрь";
"2369";"Артур";"15";"284372228";"2016";"декабрь";
"2370";"Али";"15";"284372230";"2016";"декабрь";
"2371";"Борис";"15";"284372234";"2016";"декабрь";
"2372";"Гордей";"14";"284372237";"2016";"декабрь";
"2373";"Марсель";"13";"284372241";"2016";"декабрь";
"2374";"Вадим";"12";"284372242";"2016";"декабрь";
"2375";"Дамир";"12";"284372243";"2016";"декабрь";
"2376";"Данил";"11";"284372244";"2016";"декабрь";
"2377";"Валерий";"10";"284372246";"2016";"декабрь";
"2378";"Алинур";"10";"284372248";"2016";"декабрь";
"2379";"Мирослав";"10";"284372250";"2016";"декабрь";
"2380";"Ян";"10";"284372252";"2016";"декабрь";
"2381";"Станислав";"9";"284372253";"2016";"декабрь";
"2382";"Тигран";"9";"284372255";"2016";"декабрь";
"2383";"Нурислам";"9";"284372257";"2016";"декабрь";
"2384";"Назар";"9";"284372258";"2016";"декабрь";
"2385";"Ильяс";"9";"284372259";"2016";"декабрь";
"2387";"Билал";"9";"284372260";"2016";"декабрь";
"2388";"Виталий";"8";"284372261";"2016";"декабрь";
"2389";"Герман";"8";"284372262";"2016";"декабрь";
"2390";"Леон";"8";"284372263";"2016";"декабрь";
"2391";"Эмир";"8";"284372264";"2016";"декабрь";
"2392";"Яромир";"7";"284372265";"2016";"декабрь";
"2393";"Имран";"7";"284372266";"2016";"декабрь";
"2394";"Исмаил";"7";"284372268";"2016";"декабрь";
"2395";"Рафаэль";"7";"284372269";"2016";"декабрь";
"2396";"Саид";"7";"284372271";"2016";"декабрь";
"2397";"Самир";"7";"284372272";"2016";"декабрь";
"2398";"Амирхан";"7";"284372273";"2016";"декабрь";
"2399";"Анатолий";"7";"284372274";"2016";"декабрь";
"2400";"Алан";"7";"284372276";"2016";"декабрь";
"2211";"Илья";"120";"284373435";"2016";"ноябрь";
"2212";"Алексей";"118";"284373436";"2016";"ноябрь";
"2213";"Никита";"118";"284373441";"2016";"ноябрь";
"2214";"Роман";"118";"284373442";"2016";"ноябрь";
"2215";"Фёдор, Федор";"118";"284373443";"2016";"ноябрь";
"2216";"Владимир";"115";"284373444";"2016";"ноябрь";
"2217";"Кирилл";"114";"284373445";"2016";"ноябрь";
"2218";"Тимофей";"105";"284373447";"2016";"ноябрь";
"2219";"Марк";"101";"284373449";"2016";"ноябрь";
"2220";"Ярослав";"92";"284373450";"2016";"ноябрь";
"2221";"Константин";"79";"284373451";"2016";"ноябрь";
"2222";"Степан";"78";"284373452";"2016";"ноябрь";
"2223";"Лев";"73";"284373453";"2016";"ноябрь";
"2224";"Николай";"64";"284373454";"2016";"ноябрь";
"2225";"Григорий";"62";"284373455";"2016";"ноябрь";
"2226";"Сергей";"61";"284373463";"2016";"ноябрь";
"2227";"Владислав";"59";"284373465";"2016";"ноябрь";
"2228";"Арсений";"57";"284373468";"2016";"ноябрь";
"2229";"Георгий";"56";"284373470";"2016";"ноябрь";
"2230";"Павел";"54";"284373472";"2016";"ноябрь";
"2231";"Давид";"49";"284373475";"2016";"ноябрь";
"2232";"Артемий";"47";"284373487";"2016";"ноябрь";
"2233";"Макар";"47";"284373491";"2016";"ноябрь";
"2234";"Тимур";"47";"284373492";"2016";"ноябрь";
"2235";"Денис";"46";"284373493";"2016";"ноябрь";
"2236";"Глеб";"42";"284373500";"2016";"ноябрь";
"2237";"Евгений";"42";"284373501";"2016";"ноябрь";
"2239";"Семён, Семен";"37";"284373503";"2016";"ноябрь";
"2240";"Леонид";"37";"284373507";"2016";"ноябрь";
"2241";"Василий";"36";"284373508";"2016";"ноябрь";
"2242";"Вячеслав";"33";"284374341";"2016";"ноябрь";
"2243";"Богдан";"32";"284374400";"2016";"ноябрь";
"2244";"Руслан";"32";"284374428";"2016";"ноябрь";
"2245";"Платон";"32";"284374456";"2016";"ноябрь";
"2246";"Мирон";"31";"284374499";"2016";"ноябрь";
"2247";"Умар";"31";"284374527";"2016";"ноябрь";
"2248";"Данила";"30";"284374561";"2016";"ноябрь";
"2249";"Демид";"28";"284375703";"2016";"ноябрь";
"2250";"Юрий";"28";"284375737";"2016";"ноябрь";
"2251";"Тихон";"26";"284375830";"2016";"ноябрь";
"2252";"Олег";"26";"284375872";"2016";"ноябрь";
"2253";"Пётр, Петр";"25";"284375900";"2016";"ноябрь";
"2254";"Антон";"24";"284375963";"2016";"ноябрь";
"2255";"Амир";"23";"284376540";"2016";"ноябрь";
"2256";"Елисей";"23";"284376570";"2016";"ноябрь";
"2257";"Лука";"23";"284376606";"2016";"ноябрь";
"2258";"Савелий";"23";"284376628";"2016";"ноябрь";
"2259";"Захар";"22";"284376652";"2016";"ноябрь";
"2260";"Даниэль";"22";"284376677";"2016";"ноябрь";
"2261";"Филипп";"22";"284376718";"2016";"ноябрь";
"2262";"Вадим";"21";"284376751";"2016";"ноябрь";
"2263";"Адам";"21";"284376790";"2016";"ноябрь";
"2264";"Всеволод";"20";"284376823";"2016";"ноябрь";
"2265";"Игорь";"20";"284376858";"2016";"ноябрь";
"2266";"Артур";"19";"284376889";"2016";"ноябрь";
"2267";"Борис";"19";"284376935";"2016";"ноябрь";
"2268";"Герман";"18";"284376950";"2016";"ноябрь";
"2269";"Гордей";"17";"284376951";"2016";"ноябрь";
"2270";"Мухаммад";"17";"284376952";"2016";"ноябрь";
"2271";"Роберт";"17";"284376953";"2016";"ноябрь";
"2272";"Дамир";"16";"284376955";"2016";"ноябрь";
"2273";"Валерий";"14";"284376957";"2016";"ноябрь";
"2274";"Данил";"13";"284384190";"2016";"ноябрь";
"2275";"Али";"13";"284384191";"2016";"ноябрь";
"2276";"Родион";"13";"284384192";"2016";"ноябрь";
"2277";"Святослав";"13";"284384193";"2016";"ноябрь";
"2278";"Эрик";"13";"284384194";"2016";"ноябрь";
"2279";"Серафим";"12";"284384195";"2016";"ноябрь";
"2280";"Саид";"12";"284384197";"2016";"ноябрь";
"2281";"Ян";"11";"284384199";"2016";"ноябрь";
"2282";"Станислав";"10";"284384200";"2016";"ноябрь";
"2283";"Марат";"10";"284384201";"2016";"ноябрь";
"2284";"Карим";"10";"284384202";"2016";"ноябрь";
"2285";"Ростислав";"9";"284384203";"2016";"ноябрь";
"2286";"Эмиль";"9";"284384204";"2016";"ноябрь";
"2287";"Савва";"8";"284384205";"2016";"ноябрь";
"2288";"Мирослав";"8";"284384206";"2016";"ноябрь";
"2289";"Ислам";"8";"284384207";"2016";"ноябрь";
"2290";"Игнат";"8";"284384208";"2016";"ноябрь";
"2291";"Демьян";"8";"284384209";"2016";"ноябрь";
"2292";"Ибрагим";"8";"284384210";"2016";"ноябрь";
"2293";"Виталий";"8";"284384211";"2016";"ноябрь";
"2294";"Арсен";"8";"284384212";"2016";"ноябрь";
"2295";"Анатолий";"7";"284384213";"2016";"ноябрь";
"2296";"Марсель";"7";"284384214";"2016";"ноябрь";
"2297";"Рустам";"7";"284384215";"2016";"ноябрь";
"2298";"Тигран";"7";"284384217";"2016";"ноябрь";
"2299";"Стефан";"7";"284384219";"2016";"ноябрь";
"2300";"Эмин";"7";"284384220";"2016";"ноябрь";
"2401";"Александр";"253";"284594108";"2017";"январь";
"2402";"Михаил";"221";"284594109";"2017";"январь";
"2403";"Артём";"205";"284594110";"2017";"январь";
"2404";"Максим";"190";"284594112";"2017";"январь";
"2405";"Даниил, Данила, Данил";"189";"284594115";"2017";"январь";
"2406";"Иван";"163";"284594119";"2017";"январь";
"2407";"Дмитрий";"140";"284594123";"2017";"январь";
"2408";"Илья";"129";"284594127";"2017";"январь";
"2409";"Егор";"119";"284594131";"2017";"январь";
"2410";"Кирилл";"119";"284594135";"2017";"январь";
"1811";"Никита";"139";"284607349";"2016";"июль";
"1812";"Илья";"131";"284607352";"2016";"июль";
"2411";"Тимофей";"116";"291199043";"2017";"январь";
"2412";"Роман";"114";"291211586";"2017";"январь";
"2413";"Никита";"103";"291216648";"2017";"январь";
"2414";"Андрей";"100";"291222124";"2017";"январь";
"2415";"Фёдор";"97";"291226670";"2017";"январь";
"2416";"Матвей";"96";"291231946";"2017";"январь";
"2417";"Марк";"95";"291237365";"2017";"январь";
"2418";"Владимир";"92";"291243370";"2017";"январь";
"2419";"Лев";"87";"291249963";"2017";"январь";
"2420";"Ярослав";"87";"291254935";"2017";"январь";
"2421";"Алексей";"85";"291265206";"2017";"январь";
"2422";"Константин";"73";"291271665";"2017";"январь";
"2423";"Николай";"67";"291426381";"2017";"январь";
"2424";"Степан";"64";"291485770";"2017";"январь";
"2425";"Владислав";"61";"291503407";"2017";"январь";
"2426";"Тимур";"60";"291509426";"2017";"январь";
"2427";"Арсений";"56";"291514425";"2017";"январь";
"2428";"Сергей";"56";"291519349";"2017";"январь";
"2429";"Георгий";"55";"291524732";"2017";"январь";
"2430";"Евгений";"47";"291530222";"2017";"январь";
"2431";"Павел";"46";"291535592";"2017";"январь";
"2432";"Макар";"45";"291542192";"2017";"январь";
"2433";"Давид";"39";"291548447";"2017";"январь";
"2434";"Глеб";"37";"291552748";"2017";"январь";
"2435";"Григорий";"37";"291558115";"2017";"январь";
"2436";"Платон";"36";"291564245";"2017";"январь";
"2437";"Артемий";"35";"291573247";"2017";"январь";
"2438";"Амир";"34";"291579467";"2017";"январь";
"2439";"Денис";"33";"291587107";"2017";"январь";
"2440";"Леонид";"33";"291595771";"2017";"январь";
"2441";"Семён";"31";"291605294";"2017";"январь";
"2442";"Руслан";"30";"291611288";"2017";"январь";
"2443";"Пётр";"30";"291618271";"2017";"январь";
"2444";"Игорь";"28";"291632714";"2017";"январь";
"2445";"Богдан";"28";"291642540";"2017";"январь";
"2446";"Василий";"26";"291664793";"2017";"январь";
"2447";"Мирон";"25";"291669943";"2017";"январь";
"2448";"Умар";"24";"291681447";"2017";"январь";
"2449";"Олег";"24";"291688765";"2017";"январь";
"2450";"Виктор";"24";"291698804";"2017";"январь";
"2451";"Адам";"23";"291707983";"2017";"январь";
"2452";"Али";"23";"291715479";"2017";"январь";
"2453";"Святослав";"22";"291725592";"2017";"январь";
"2454";"Вячеслав";"21";"291736751";"2017";"январь";
"2455";"Вадим";"20";"291749716";"2017";"январь";
"2456";"Савелий";"20";"291773729";"2017";"январь";
"2457";"Демид";"19";"291792609";"2017";"январь";
"2458";"Юрий";"19";"291801710";"2017";"январь";
"2459";"Мухаммад";"19";"291810839";"2017";"январь";
"2460";"Даниэль";"18";"291822017";"2017";"январь";
"2461";"Всеволод";"18";"291846011";"2017";"январь";
"2462";"Дамир";"18";"291854417";"2017";"январь";
"2463";"Герман";"17";"291864802";"2017";"январь";
"2464";"Лука";"17";"291871417";"2017";"январь";
"2465";"Роберт";"17";"291883041";"2017";"январь";
"2466";"Антон";"17";"291893373";"2017";"январь";
"2467";"Захар";"17";"291907423";"2017";"январь";
"2468";"Артур";"16";"291922476";"2017";"январь";
"2469";"Станислав";"16";"291929277";"2017";"январь";
"2470";"Елисей";"15";"291939917";"2017";"январь";
"2471";"Мирослав";"15";"291948561";"2017";"январь";
"2472";"Савва";"13";"291960608";"2017";"январь";
"2473";"Яков";"13";"291970427";"2017";"январь";
"2474";"Борис";"13";"292022935";"2017";"январь";
"2475";"Ян";"12";"292041277";"2017";"январь";
"2476";"Эмиль";"11";"292055317";"2017";"январь";
"2477";"Тихон";"10";"292080565";"2017";"январь";
"2478";"Эмир";"10";"292111359";"2017";"январь";
"2479";"Муслим";"10";"292133404";"2017";"январь";
"2480";"Филипп";"10";"292143138";"2017";"январь";
"2481";"Альберт";"9";"292153291";"2017";"январь";
"2482";"Юсуф";"9";"292162388";"2017";"январь";
"2483";"Гордей";"8";"292170987";"2017";"январь";
"2484";"Алим";"8";"292181679";"2017";"январь";
"2485";"Валерий";"8";"293832219";"2017";"январь";
"2486";"Марат";"7";"293837845";"2017";"январь";
"2487";"Арсен";"7";"293843780";"2017";"январь";
"2488";"Самир";"7";"293849523";"2017";"январь";
"2489";"Марсель";"7";"293855489";"2017";"январь";
"2490";"Эмин";"7";"293861278";"2017";"январь";
"2491";"Тамерлан";"7";"293866859";"2017";"январь";
"2492";"Родион";"7";"293873022";"2017";"январь";
"2493";"Ибрагим";"7";"293878475";"2017";"январь";
"2494";"Назар";"7";"293884595";"2017";"январь";
"2495";"Саид";"6";"293891747";"2017";"январь";
"2496";"Серафим";"6";"293898275";"2017";"январь";
"2497";"Билал";"6";"293906020";"2017";"январь";
"2498";"Рустам";"6";"293913686";"2017";"январь";
"2499";"Расул";"6";"293921531";"2017";"январь";
"2500";"Алинур";"6";"293928769";"2017";"январь";
"1611";"Алексей";"125";"322907282";"2016";"май";
"2238";"Виктор";"41";"323276917";"2016";"ноябрь";
"2386";"Алихан";"9";"323276918";"2016";"декабрь";
"1711";"Матвей";"145";"323277054";"2016";"июнь";
"1712";"Никита";"131";"323277055";"2016";"июнь";
"1713";"Марк";"122";"323277056";"2016";"июнь";
"1714";"Алексей";"121";"323277057";"2016";"июнь";
"1715";"Тимофей";"117";"323277058";"2016";"июнь";
"1716";"Владимир";"114";"323277059";"2016";"июнь";
"1717";"Роман";"112";"323277060";"2016";"июнь";
"1718";"Ярослав";"112";"323277061";"2016";"июнь";
"1719";"Илья";"103";"323277062";"2016";"июнь";
"1720";"Сергей";"96";"323277063";"2016";"июнь";
"1721";"Константин";"93";"323277064";"2016";"июнь";
"1722";"Лев";"92";"323277065";"2016";"июнь";
"1723";"Николай";"88";"323277066";"2016";"июнь";
"1724";"Фёдор";"83";"323277067";"2016";"июнь";
"1725";"Павел";"81";"323277068";"2016";"июнь";
"1726";"Владислав";"80";"323277069";"2016";"июнь";
"1727";"Георгий";"74";"323277070";"2016";"июнь";
"1728";"Степан";"74";"323277071";"2016";"июнь";
"1729";"Глеб";"63";"323277072";"2016";"июнь";
"1730";"Тимур";"58";"323277073";"2016";"июнь";
"1731";"Артемий";"55";"323277074";"2016";"июнь";
"1732";"Денис";"54";"323277075";"2016";"июнь";
"1733";"Арсений";"53";"323277076";"2016";"июнь";
"1734";"Давид";"50";"323277077";"2016";"июнь";
"1735";"Виктор";"48";"323277078";"2016";"июнь";
"1736";"Платон";"48";"323277079";"2016";"июнь";
"1737";"Леонид";"47";"323277080";"2016";"июнь";
"1738";"Семён";"46";"323277081";"2016";"июнь";
"1739";"Игорь";"45";"323277082";"2016";"июнь";
"1740";"Макар";"45";"323277083";"2016";"июнь";
"1741";"Мирон";"44";"323277085";"2016";"июнь";
"1742";"Евгений";"42";"323277086";"2016";"июнь";
"1743";"Григорий";"40";"323277087";"2016";"июнь";
"1744";"Руслан";"36";"323277088";"2016";"июнь";
"1745";"Артем";"34";"323277089";"2016";"июнь";
"1746";"Данила";"33";"323277090";"2016";"июнь";
"1747";"Елисей";"32";"323277091";"2016";"июнь";
"1748";"Олег";"32";"323277092";"2016";"июнь";
"1749";"Амир";"30";"323277093";"2016";"июнь";
"1750";"Пётр";"30";"323277094";"2016";"июнь";
"1751";"Антон";"29";"323277095";"2016";"июнь";
"1752";"Василий";"29";"323277096";"2016";"июнь";
"1753";"Даниэль";"29";"323277097";"2016";"июнь";
"1754";"Роберт";"29";"323277098";"2016";"июнь";
"1755";"Артур";"28";"323277099";"2016";"июнь";
"1756";"Вадим";"28";"323277100";"2016";"июнь";
"1757";"Савелий";"28";"323277101";"2016";"июнь";
"1758";"Богдан";"27";"323277102";"2016";"июнь";
"1759";"Вячеслав";"27";"323277103";"2016";"июнь";
"1760";"Всеволод";"26";"323277104";"2016";"июнь";
"1761";"Герман";"25";"323277105";"2016";"июнь";
"1762";"Юрий";"24";"323277106";"2016";"июнь";
"1763";"Демид";"23";"323277107";"2016";"июнь";
"1764";"Захар";"21";"323277108";"2016";"июнь";
"1765";"Адам";"19";"323277109";"2016";"июнь";
"1766";"Святослав";"19";"323277110";"2016";"июнь";
"1767";"Али";"18";"323277111";"2016";"июнь";
"1768";"Дамир";"18";"323277112";"2016";"июнь";
"1769";"Лука";"18";"323277113";"2016";"июнь";
"1770";"Умар";"18";"323277114";"2016";"июнь";
"1771";"Мухаммад";"17";"323277115";"2016";"июнь";
"1772";"Борис";"16";"323277116";"2016";"июнь";
"1773";"Данил";"16";"323277117";"2016";"июнь";
"1774";"Гордей";"15";"323277118";"2016";"июнь";
"1775";"Тихон";"15";"323277119";"2016";"июнь";
"1776";"Савва";"14";"323277120";"2016";"июнь";
"1777";"Рамазан";"13";"323277121";"2016";"июнь";
"1778";"Эмиль";"13";"323277122";"2016";"июнь";
"1779";"Ян";"13";"323277123";"2016";"июнь";
"1780";"Федор";"12";"323277124";"2016";"июнь";
"1781";"Валерий";"11";"323277125";"2016";"июнь";
"1782";"Ислам";"11";"323277126";"2016";"июнь";
"1783";"Мирослав";"11";"323277127";"2016";"июнь";
"1784";"Филипп";"11";"323277128";"2016";"июнь";
"1785";"Станислав";"10";"323277129";"2016";"июнь";
"1786";"Алинур";"9";"323277130";"2016";"июнь";
"1787";"Арсен";"9";"323277131";"2016";"июнь";
"1788";"Серафим";"9";"323277132";"2016";"июнь";
"1789";"Анатолий";"8";"323277133";"2016";"июнь";
"1790";"Марсель";"8";"323277134";"2016";"июнь";
"1791";"Родион";"8";"323277135";"2016";"июнь";
"1792";"Эмир";"8";"323277136";"2016";"июнь";
"1793";"Амин";"7";"323277137";"2016";"июнь";
"1794";"Ибрагим";"7";"323277138";"2016";"июнь";
"1795";"Леон";"7";"323277139";"2016";"июнь";
"1796";"Алан";"6";"323277140";"2016";"июнь";
"1797";"Альберт";"6";"323277141";"2016";"июнь";
"1798";"Абубакр";"6";"323277142";"2016";"июнь";
"1799";"Ахмад";"6";"323277143";"2016";"июнь";
"1800";"Билал";"6";"323277144";"2016";"июнь";
"1813";"Марк";"128";"323277148";"2016";"июль";
"1814";"Роман";"125";"323277149";"2016";"июль";
"1815";"Матвей";"120";"323277150";"2016";"июль";
"1816";"Алексей";"117";"323277151";"2016";"июль";
"1817";"Павел";"113";"323277152";"2016";"июль";
"1818";"Владимир";"112";"323277153";"2016";"июль";
"1819";"Лев";"108";"323277154";"2016";"июль";
"1820";"Ярослав";"108";"323277155";"2016";"июль";
"1821";"Сергей";"107";"323277156";"2016";"июль";
"1822";"Тимофей";"103";"323277157";"2016";"июль";
"1823";"Степан";"88";"323277158";"2016";"июль";
"1824";"Фёдор";"88";"323277159";"2016";"июль";
"1825";"Константин";"84";"323277160";"2016";"июль";
"1826";"Владислав";"68";"323277161";"2016";"июль";
"1827";"Глеб";"68";"323277162";"2016";"июль";
"1828";"Георгий";"67";"323277163";"2016";"июль";
"1829";"Арсений";"64";"323277164";"2016";"июль";
"1830";"Николай";"63";"323277165";"2016";"июль";
"1831";"Давид";"62";"323277166";"2016";"июль";
"1832";"Артемий";"57";"323277167";"2016";"июль";
"1833";"Денис";"55";"323277168";"2016";"июль";
"1834";"Григорий";"54";"323277169";"2016";"июль";
"1835";"Мирон";"54";"323277170";"2016";"июль";
"1836";"Виктор";"47";"323277172";"2016";"июль";
"1837";"Тимур";"45";"323277173";"2016";"июль";
"1838";"Елисей";"43";"323277174";"2016";"июль";
"1839";"Данила";"41";"323277175";"2016";"июль";
"1840";"Леонид";"40";"323277176";"2016";"июль";
"1841";"Руслан";"40";"323277177";"2016";"июль";
"1842";"Макар";"39";"323277178";"2016";"июль";
"1843";"Пётр";"39";"323277179";"2016";"июль";
"1844";"Амир";"36";"323277180";"2016";"июль";
"1845";"Семён";"36";"323277181";"2016";"июль";
"1846";"Евгений";"35";"323277182";"2016";"июль";
"1847";"Платон";"35";"323277183";"2016";"июль";
"1848";"Вячеслав";"33";"323277184";"2016";"июль";
"1849";"Савелий";"32";"323277185";"2016";"июль";
"1850";"Юрий";"32";"323277186";"2016";"июль";
"1851";"Богдан";"30";"323277187";"2016";"июль";
"1852";"Антон";"28";"323277188";"2016";"июль";
"1853";"Герман";"28";"323277189";"2016";"июль";
"1854";"Василий";"26";"323277190";"2016";"июль";
"1855";"Игорь";"26";"323277191";"2016";"июль";
"1856";"Святослав";"26";"323277192";"2016";"июль";
"1857";"Всеволод";"24";"323277193";"2016";"июль";
"1858";"Демид";"24";"323277194";"2016";"июль";
"1859";"Даниэль";"23";"323277195";"2016";"июль";
"1860";"Артур";"22";"323277196";"2016";"июль";
"1861";"Вадим";"22";"323277197";"2016";"июль";
"1862";"Адам";"21";"323277198";"2016";"июль";
"1863";"Артем";"21";"323277199";"2016";"июль";
"1864";"Станислав";"21";"323277200";"2016";"июль";
"1865";"Захар";"20";"323277201";"2016";"июль";
"1866";"Тихон";"20";"323277202";"2016";"июль";
"1867";"Борис";"19";"323277203";"2016";"июль";
"1868";"Мухаммад";"19";"323277204";"2016";"июль";
"1869";"Олег";"19";"323277205";"2016";"июль";
"1870";"Гордей";"18";"323277207";"2016";"июль";
"1871";"Рамазан";"18";"323277208";"2016";"июль";
"1872";"Данил";"17";"323277209";"2016";"июль";
"1873";"Родион";"17";"323277210";"2016";"июль";
"1874";"Умар";"16";"323277211";"2016";"июль";
"1875";"Филипп";"16";"323277212";"2016";"июль";
"1876";"Дамир";"15";"323277213";"2016";"июль";
"1877";"Роберт";"15";"323277214";"2016";"июль";
"1878";"Федор";"15";"323277215";"2016";"июль";
"1879";"Али";"14";"323277216";"2016";"июль";
"1880";"Лука";"14";"323277217";"2016";"июль";
"1881";"Эмиль";"14";"323277218";"2016";"июль";
"1882";"Демьян";"13";"323277219";"2016";"июль";
"1883";"Ибрагим";"13";"323277220";"2016";"июль";
"1884";"Мирослав";"13";"323277221";"2016";"июль";
"1885";"Савва";"13";"323277222";"2016";"июль";
"1886";"Валерий";"12";"323277223";"2016";"июль";
"1311";"Матвей";"123";"323277225";"2016";"февраль";
"1887";"Марат";"12";"323277226";"2016";"июль";
"1888";"Петр";"12";"323277227";"2016";"июль";
"1889";"Серафим";"12";"323277228";"2016";"июль";
"1312";"Тимофей";"123";"323277229";"2016";"февраль";
"1890";"Яков";"11";"323277230";"2016";"июль";
"1891";"Ян";"11";"323277231";"2016";"июль";
"1892";"Алан";"10";"323277232";"2016";"июль";
"1893";"Леон";"10";"323277233";"2016";"июль";
"1313";"Илья";"112";"323277234";"2016";"февраль";
"1894";"Эмир";"10";"323277235";"2016";"июль";
"1895";"Анатолий";"9";"323277236";"2016";"июль";
"1896";"Имран";"9";"323277237";"2016";"июль";
"1897";"Самир";"9";"323277238";"2016";"июль";
"1314";"Егор";"110";"323277239";"2016";"февраль";
"1898";"Алихан";"8";"323277240";"2016";"июль";
"1899";"Мартин";"8";"323277241";"2016";"июль";
"1900";"Тигран";"8";"323277242";"2016";"июль";
"1315";"Ярослав";"110";"323277243";"2016";"февраль";
"1316";"Владимир";"109";"323277244";"2016";"февраль";
"1317";"Алексей";"106";"323277246";"2016";"февраль";
"1318";"Роман";"99";"323277247";"2016";"февраль";
"1319";"Никита";"98";"323277248";"2016";"февраль";
"1320";"Фёдор";"83";"323277249";"2016";"февраль";
"1321";"Павел";"80";"323277250";"2016";"февраль";
"1322";"Лев";"76";"323277251";"2016";"февраль";
"1323";"Сергей";"68";"323277252";"2016";"февраль";
"1324";"Степан";"68";"323277253";"2016";"февраль";
"1325";"Константин";"65";"323277254";"2016";"февраль";
"1326";"Владислав";"64";"323277256";"2016";"февраль";
"1327";"Георгий";"62";"323277257";"2016";"февраль";
"1328";"Арсений";"59";"323277260";"2016";"февраль";
"1329";"Тимур";"56";"323277261";"2016";"февраль";
"1330";"Макар";"52";"323277262";"2016";"февраль";
"1331";"Николай";"52";"323277264";"2016";"февраль";
"1332";"Глеб";"50";"323277265";"2016";"февраль";
"1333";"Денис";"49";"323277267";"2016";"февраль";
"1334";"Евгений";"45";"323277268";"2016";"февраль";
"1335";"Григорий";"44";"323277269";"2016";"февраль";
"1336";"Платон";"40";"323277270";"2016";"февраль";
"1337";"Давид";"39";"323277271";"2016";"февраль";
"1338";"Семён";"38";"323277272";"2016";"февраль";
"1339";"Данила";"34";"323277274";"2016";"февраль";
"1340";"Мирон";"34";"323277275";"2016";"февраль";
"1341";"Виктор";"33";"323277276";"2016";"февраль";
"1342";"Пётр";"32";"323277277";"2016";"февраль";
"1343";"Антон";"30";"323277278";"2016";"февраль";
"1344";"Амир";"29";"323277280";"2016";"февраль";
"1345";"Артемий";"29";"323277281";"2016";"февраль";
"1346";"Василий";"29";"323277282";"2016";"февраль";
"1347";"Богдан";"27";"323277283";"2016";"февраль";
"1348";"Игорь";"27";"323277284";"2016";"февраль";
"1349";"Вадим";"26";"323277285";"2016";"февраль";
"1350";"Всеволод";"26";"323277286";"2016";"февраль";
"1351";"Руслан";"26";"323277287";"2016";"февраль";
"1352";"Савва";"26";"323277288";"2016";"февраль";
"1353";"Юрий";"25";"323277289";"2016";"февраль";
"1354";"Олег";"23";"323277290";"2016";"февраль";
"1355";"Савелий";"23";"323277291";"2016";"февраль";
"1356";"Артур";"21";"323277292";"2016";"февраль";
"1357";"Даниэль";"21";"323277293";"2016";"февраль";
"1358";"Демид";"21";"323277294";"2016";"февраль";
"1359";"Эмир";"21";"323277295";"2016";"февраль";
"1360";"Леонид";"20";"323277296";"2016";"февраль";
"1361";"Родион";"20";"323277297";"2016";"февраль";
"1362";"Святослав";"19";"323277298";"2016";"февраль";
"1363";"Захар";"18";"323277299";"2016";"февраль";
"1364";"Вячеслав";"17";"323277300";"2016";"февраль";
"1365";"Лука";"17";"323277302";"2016";"февраль";
"1366";"Тихон";"17";"323277303";"2016";"февраль";
"1367";"Умар";"17";"323277304";"2016";"февраль";
"1368";"Филипп";"17";"323277305";"2016";"февраль";
"1369";"Али";"16";"323277306";"2016";"февраль";
"1370";"Артем";"16";"323277307";"2016";"февраль";
"1371";"Роберт";"16";"323277308";"2016";"февраль";
"1372";"Елисей";"15";"323277309";"2016";"февраль";
"1373";"Серафим";"15";"323277310";"2016";"февраль";
"1374";"Ян";"15";"323277311";"2016";"февраль";
"1375";"Станислав";"14";"323277312";"2016";"февраль";
"1376";"Анатолий";"13";"323277313";"2016";"февраль";
"1377";"Адам";"13";"323277315";"2016";"февраль";
"1378";"Герман";"13";"323277316";"2016";"февраль";
"1379";"Мирослав";"13";"323277317";"2016";"февраль";
"1380";"Федор";"13";"323277318";"2016";"февраль";
"1381";"Мухаммад";"12";"323277319";"2016";"февраль";
"1382";"Борис";"11";"323277320";"2016";"февраль";
"1383";"Гордей";"11";"323277321";"2016";"февраль";
"1384";"Данил";"11";"323277322";"2016";"февраль";
"1385";"Алихан";"10";"323277323";"2016";"февраль";
"1386";"Алекс";"9";"323277324";"2016";"февраль";
"1387";"Дамир";"9";"323277325";"2016";"февраль";
"1388";"Валерий";"8";"323277327";"2016";"февраль";
"1389";"Игнат";"8";"323277328";"2016";"февраль";
"1390";"Марат";"8";"323277329";"2016";"февраль";
